NU_INSCRICAO,Q001,Q002,Q005,Q006,Q007
210056817442,F,F,4,D,A
210057049118,C,E,4,C,A
210055515618,C,G,3,D,A
210057825760,E,D,3,F,A
210055387454,C,C,3,D,A
210055672236,A,B,7,A,C
210056441950,C,D,5,A,A
210056896812,B,B,4,B,A
210055183910,C,G,5,H,B
210056220719,E,E,4,G,A
210055664253,C,C,2,E,A
210057376794,E,E,3,G,A
210055262231,E,E,3,C,A
210057042125,F,E,1,B,A
210056243213,E,E,6,B,A
210057799559,D,E,4,H,A
210056814802,C,G,4,C,A
210055461073,E,A,2,B,A
210058015876,D,B,5,E,A
210056948367,C,E,4,E,A
210055676901,E,F,3,D,A
210055224530,H,H,4,B,A
210056946736,C,D,2,F,A
210055582247,B,F,2,B,A
210057826346,C,F,4,C,A
210056927949,D,D,4,G,A
210055093716,D,F,2,B,A
210056430816,D,E,4,B,A
210056201900,F,F,3,B,A
210055120828,F,G,4,G,B
210055914677,E,E,2,N,C
210056730638,E,E,4,C,A
210055723717,B,F,3,C,A
210056940849,E,F,4,C,A
210056465754,F,E,4,H,A
210057373159,E,E,4,F,A
210057827495,D,E,3,G,A
210056805089,B,B,3,D,A
210055594315,D,E,3,C,A
210057340825,E,E,4,G,A
210055633437,E,E,2,B,A
210057558254,D,G,5,H,A
210057610857,B,B,3,E,A
210055439062,C,E,5,E,A
210056705127,E,H,3,C,A
210055522080,E,F,4,D,A
210055594606,C,D,4,G,A
210055543508,E,G,4,I,A
210057383957,D,E,3,C,A
210055722710,E,E,4,G,A
210057595687,B,B,2,B,A
210055721125,H,E,2,B,A
210056361753,B,B,2,D,A
210057995102,F,E,3,F,A
210057597433,D,D,4,E,A
210057583880,E,F,4,D,A
210055565895,B,G,3,B,A
210056854498,D,G,4,K,A
210055536328,D,E,4,D,A
210055712695,E,E,3,C,A
210055805245,H,B,3,B,A
210057492494,G,F,4,Q,D
210056938973,E,G,3,E,A
210055485261,E,E,3,E,A
210056549169,G,D,2,L,A
210055788632,B,C,3,B,A
210055744372,C,G,4,B,A
210055461900,E,G,3,D,A
210057149020,F,E,4,G,A
210055665943,D,E,3,F,A
210057263148,H,G,2,F,A
210057550222,C,E,5,E,A
210055797838,E,E,4,G,B
210057329263,C,F,6,D,A
210057751188,F,F,4,I,A
210055203603,E,E,4,D,A
210054572470,D,G,4,F,A
210055691141,E,E,4,F,A
210056948031,E,E,5,F,A
210058025856,E,E,4,D,A
210058018198,A,B,5,B,A
210057267332,E,E,2,H,A
210055759409,B,B,4,B,A
210056672900,C,C,4,E,A
210056905070,D,C,4,F,A
210056566973,E,G,4,K,A
210057357077,E,F,5,G,A
210056617169,F,F,4,O,A
210057836769,C,C,3,E,A
210057373384,D,E,5,H,C
210055700298,B,B,6,B,A
210057753697,G,E,5,L,A
210055119783,G,G,2,L,A
210055572636,C,F,2,C,A
210055576902,B,C,2,D,A
210055650636,H,G,3,E,A
210055351055,F,G,2,L,A
210055223646,F,F,4,H,A
210057572433,B,C,4,H,A
210057338849,B,B,2,C,A
210055351494,F,E,3,I,A
210055637929,F,G,3,H,A
210055180202,C,B,5,B,A
210057385772,E,E,5,B,A
210055509141,C,E,3,C,A
210055673304,C,E,3,E,A
210057403855,D,E,8,D,A
210056583213,F,E,4,G,D
210056222831,E,F,3,E,A
210056899046,E,E,3,E,A
210056575517,H,H,3,C,A
210057938065,E,B,4,B,A
210055624975,C,C,2,C,A
210055581109,G,G,7,H,A
210055667400,C,C,4,C,A
210055536098,H,H,3,B,A
210057373776,B,E,4,C,A
210055487693,E,G,5,E,A
210056946418,E,F,2,E,A
210056630674,E,D,6,D,A
210057792933,D,F,4,C,A
210056619670,B,B,3,B,A
210057335925,B,D,3,C,A
210057398553,H,F,3,D,A
210056168785,C,B,2,C,A
210055108542,E,E,4,B,A
210055656835,H,H,2,B,A
210056020555,B,B,1,B,B
210056267548,C,C,3,F,A
210056249512,B,G,2,B,A
210055229937,G,G,4,Q,C
210056520366,G,G,4,D,A
210055581083,A,B,4,C,C
210057804890,D,E,3,F,A
210055699957,G,E,5,E,A
210057358758,E,G,4,G,A
210056565763,H,F,2,N,A
210057750377,C,E,3,C,A
210056949399,B,E,5,F,A
210057588667,B,C,2,D,A
210055136147,E,E,4,J,A
210055798471,C,F,4,G,A
210057487715,E,F,4,J,B
210057399194,B,B,4,A,A
210056239423,H,C,4,B,A
210055736298,B,E,4,D,A
210054552829,C,B,1,D,A
210055723065,C,C,4,K,A
210054659257,D,F,4,D,A
210055604209,B,F,4,H,B
210056658659,B,E,4,D,A
210057490335,E,E,4,D,A
210055326060,E,F,2,H,B
210055696384,F,F,2,D,B
210055222791,D,E,5,D,A
210057798917,E,G,3,D,A
210057777494,D,B,3,D,A
210056655907,C,E,4,B,A
210055531711,B,E,5,E,A
210056227113,B,E,5,F,A
210056584465,H,B,4,D,A
210055414124,F,G,4,H,A
210055745511,D,F,1,H,A
210057575720,B,E,4,A,A
210056657314,C,C,5,D,A
210055501255,E,D,3,D,A
210055282596,C,E,4,C,A
210057539004,E,C,2,B,A
210057788634,F,E,5,M,A
210055648367,E,D,4,J,A
210056840822,D,E,4,G,A
210056943917,E,E,4,C,A
210056895750,G,G,3,E,A
210055368334,D,E,5,D,A
210056486589,H,E,4,H,A
210055677490,E,E,4,E,A
210057741474,E,E,2,D,A
210057821619,B,C,3,B,A
210057889394,B,B,1,F,A
210056220021,H,H,3,H,A
210057826312,A,C,6,B,A
210056932218,C,E,4,H,B
210057840743,F,E,5,I,A
210055590011,E,E,3,B,A
210055787468,E,E,3,B,A
210055737000,C,C,4,C,A
210055397302,B,B,3,D,A
210057990887,F,E,4,H,A
210055682388,E,E,5,D,A
210057384746,D,D,3,C,A
210054538960,D,C,3,B,A
210055386202,G,E,3,K,A
210055368333,D,E,5,D,A
210057774326,E,E,2,H,B
210057118267,E,G,5,H,A
210057154027,F,E,4,F,A
210056436540,B,C,3,A,A
210056479397,H,D,4,B,A
210055605312,E,E,2,C,A
210055683455,E,F,4,G,A
210055540258,F,F,4,H,B
210055555519,H,G,5,D,A
210056684112,D,F,4,D,A
210054514794,B,A,3,B,A
210054997278,F,G,1,H,A
210055798585,H,E,3,D,A
210056554619,C,C,2,B,A
210057752135,F,F,4,O,C
210056254529,E,E,5,D,A
210056396916,D,B,3,C,A
210055558736,F,E,5,I,A
210056941323,B,D,3,B,A
210055637529,B,B,3,D,A
210055771286,D,G,5,H,A
210057734650,E,E,5,E,A
210057397565,E,E,4,D,A
210057385825,E,C,5,E,A
210057938549,E,G,4,G,A
210057088022,E,F,5,F,A
210057379370,E,C,4,G,A
210056239707,D,C,3,C,A
210057204551,D,C,3,B,A
210057770300,G,E,4,P,B
210057047963,C,C,4,B,A
210056657069,B,B,3,C,A
210055694648,D,E,3,E,A
210055561830,E,E,3,D,A
210055465927,E,F,2,D,A
210055386112,E,E,2,F,A
210056945912,F,E,4,D,A
210055675864,D,E,4,G,A
210056673567,E,E,4,C,A
210057359855,B,B,2,C,A
210054998105,A,C,3,G,A
210056232072,E,G,5,N,C
210056236318,E,F,3,G,A
210057833995,D,E,3,E,A
210055329737,F,E,4,M,A
210057385847,B,C,3,B,A
210057577518,F,G,4,H,A
210055800505,C,C,5,B,A
210055576911,C,F,3,C,A
210054926495,E,G,5,H,A
210055758506,B,B,5,B,A
210055433229,C,E,6,B,A
210057532334,D,D,5,B,A
210056574693,F,E,3,H,A
210056559313,C,E,4,D,A
210057794487,A,A,4,D,A
210055670010,B,C,3,D,A
210057933700,H,E,3,E,A
210057834904,E,C,4,E,D
210055597780,C,E,4,G,A
210055396116,E,C,4,F,A
210055325052,B,E,4,B,A
210057829229,A,B,4,B,A
210056574134,G,D,5,I,A
210057157105,D,E,3,F,A
210057403574,B,E,5,B,A
210055524516,F,E,2,E,A
210056253823,C,B,3,F,A
210057347205,E,F,3,E,A
210054787178,E,G,3,I,B
210057367185,B,E,7,H,A
210056459588,B,E,4,P,A
210054673617,B,A,2,C,A
210054558539,E,E,3,E,A
210055794881,F,G,4,G,A
210057516932,E,E,2,M,A
210055798416,D,F,4,C,A
210057491082,B,D,4,B,A
210055699568,E,D,3,C,A
210055254151,C,C,4,H,A
210057113982,E,D,3,C,A
210056255657,D,D,3,C,A
210056487004,C,E,4,M,B
210057326429,H,H,5,D,A
210055590059,E,F,3,C,A
210057119215,E,F,1,I,A
210055655247,B,D,3,B,A
210055213409,G,G,4,H,B
210054921123,C,E,4,B,A
210057975693,G,F,4,M,B
210057322042,G,F,3,G,A
210055635504,D,G,4,E,A
210057953673,E,E,2,E,A
210056575097,C,E,4,C,A
210057796012,G,F,4,J,A
210057379016,D,C,2,B,A
210056574775,D,D,4,G,A
210055590864,C,E,3,D,A
210056767864,A,C,5,G,A
210056232310,F,G,3,L,D
210055679185,D,E,5,D,B
210055722882,E,E,4,G,A
210055786669,A,C,5,D,A
210055775460,B,C,3,A,A
210056220943,F,D,5,H,A
210057799213,E,F,4,E,A
210057388402,F,E,3,E,A
210056659649,E,B,3,E,A
210055659529,C,C,4,E,A
210055487221,C,G,3,J,D
210057801944,B,E,3,D,A
210054558485,D,E,4,D,A
210057053692,C,E,4,B,A
210056881712,E,E,6,C,A
210056619245,F,F,4,C,A
210055651007,E,C,5,D,A
210056671427,C,G,5,D,A
210057995767,F,D,3,H,A
210057341849,C,F,4,E,A
210055572226,E,G,4,E,A
210055738251,G,G,4,J,B
210057382097,F,G,5,P,A
210055528355,B,E,3,E,A
210057742756,E,E,2,Q,A
210055117057,F,F,4,G,A
210055725080,G,D,3,F,A
210054546376,D,D,4,B,A
210055774927,D,E,3,G,A
210057122505,D,D,2,C,A
210055524231,B,E,3,C,A
210055712348,G,G,4,O,B
210055401782,C,G,4,E,A
210057488788,E,F,3,E,A
210057486825,B,C,5,B,A
210056642331,D,E,3,E,A
210054564468,H,B,3,C,A
210056659551,D,C,5,E,A
210056935735,H,H,3,E,A
210057827655,C,C,5,Q,B
210055383665,F,G,4,I,B
210055743300,C,D,4,B,A
210057229317,C,A,3,C,A
210055735460,C,E,3,B,A
210055547521,E,G,3,J,D
210056650477,D,G,5,G,A
210057820191,H,H,3,B,A
210057770363,C,D,4,G,B
210055783104,F,E,3,E,A
210055523956,H,H,4,C,A
210055636044,E,E,4,E,A
210057807639,G,E,3,D,A
210055343642,C,D,2,D,A
210055119154,D,E,3,E,A
210057819906,G,G,4,H,C
210055649597,H,E,7,C,A
210055217346,F,G,1,C,A
210055658259,B,B,4,E,A
210055684563,B,B,4,I,A
210055735700,C,E,4,D,A
210057392040,F,F,3,E,A
210055668396,E,E,1,B,A
210057179801,B,D,3,G,A
210058018216,B,C,3,E,A
210057761077,E,E,2,B,A
210056262869,E,F,6,G,A
210055744040,E,E,4,E,A
210057491035,H,E,2,D,A
210056366207,E,C,3,C,A
210054526221,D,B,3,D,A
210056231132,E,D,4,C,A
210056222382,E,E,8,D,A
210055694347,E,D,3,E,A
210055805847,E,E,5,E,B
210055533913,B,F,7,C,A
210057358149,E,E,3,B,A
210057551552,B,E,3,D,A
210055638049,C,C,4,B,B
210055338961,B,B,3,E,A
210055576760,F,E,3,C,A
210056729064,E,B,4,C,A
210055464367,G,E,2,H,D
210056216292,D,B,3,H,A
210055199998,B,A,3,B,A
210056488239,H,E,5,H,A
210056464811,E,E,5,B,A
210056450965,F,B,4,Q,A
210055666328,C,E,4,D,A
210056432590,D,E,4,D,A
210056619413,H,D,2,F,A
210056935485,F,F,3,O,D
210058019164,E,B,3,E,A
210056235090,H,E,4,C,A
210056907664,F,E,3,D,A
210055419063,E,E,2,M,A
210055675996,E,G,4,G,B
210056435591,E,F,4,E,A
210055742663,C,C,4,D,A
210058022043,E,E,4,C,A
210057805915,E,G,4,G,A
210057322447,C,E,2,F,A
210056431064,E,B,2,B,A
210056912243,E,F,5,K,A
210054638142,D,D,3,J,A
210058018199,D,E,7,F,A
210056617465,E,F,3,B,A
210056219458,F,C,3,D,A
210056926682,H,E,2,C,A
210057044376,E,G,4,E,A
210056957715,A,B,7,A,A
210057569382,F,F,5,K,D
210057302509,B,B,4,C,A
210055523734,B,F,3,I,A
210055549827,F,F,4,K,B
210057801598,F,G,1,F,A
210056818840,B,B,2,B,A
210055491979,D,D,1,D,A
210056900959,C,C,4,C,A
210055699418,H,E,4,D,A
210056248669,E,E,3,G,A
210056219825,G,E,4,D,B
210055640755,E,E,4,C,A
210057575376,H,E,3,D,A
210057760776,D,F,4,D,A
210057096110,C,C,4,C,A
210054577098,H,H,4,M,A
210057494314,E,E,4,B,A
210056353596,C,B,3,E,A
210056484256,C,D,5,F,A
210055732882,C,B,3,C,A
210057296542,E,E,2,H,A
210055792755,H,B,4,B,A
210056479872,B,C,2,C,A
210056913494,C,C,4,C,A
210055562258,F,E,4,H,A
210057601554,E,E,3,C,A
210055563291,H,H,4,C,A
210056909576,B,B,4,C,A
210055680955,D,E,6,D,A
210056263327,E,H,4,G,B
210056244060,C,E,4,F,A
210057823902,H,H,4,C,A
210057382560,H,F,6,D,A
210057760905,F,E,3,G,A
210055472955,E,D,7,C,A
210054523559,F,E,3,H,A
210057130698,E,D,3,H,A
210056891557,F,B,4,C,A
210055691589,G,D,4,O,A
210056624104,D,D,5,B,A
210056688051,E,E,3,C,A
210056682261,D,E,5,C,A
210055544737,C,B,6,H,A
210057867389,G,E,5,O,A
210056236198,E,E,4,E,A
210057329050,E,D,5,G,A
210056312585,B,B,2,B,A
210057833333,E,G,5,C,A
210055483656,C,B,4,C,A
210057796507,E,F,3,M,B
210055307011,G,G,4,O,C
210057376591,C,C,6,I,B
210057150344,E,D,6,D,A
210056227650,B,B,3,C,A
210057728256,E,G,4,H,A
210055477274,E,E,4,F,A
210056962249,H,D,6,B,A
210057291494,C,C,2,G,A
210055270424,F,C,5,I,A
210054551940,E,D,3,G,A
210057777271,D,B,4,E,A
210056880983,B,E,5,C,A
210055359722,C,E,4,H,A
210054569807,G,G,3,G,A
210055561786,E,E,5,H,A
210056932068,E,D,5,B,A
210055716144,E,G,4,F,C
210055606804,B,B,4,D,A
210057448320,D,E,3,C,A
210056438364,B,B,2,C,A
210056234530,G,G,2,O,A
210056949033,E,H,4,D,A
210056929574,E,E,3,C,A
210057805039,H,G,3,D,A
210054572770,H,E,5,D,A
210056901677,E,G,3,I,D
210056224164,E,D,4,G,A
210056619450,C,E,3,B,A
210056683432,H,H,4,B,A
210057088519,E,E,4,H,A
210055759334,B,B,4,A,A
210057829078,C,E,3,B,A
210056643716,E,E,4,I,A
210054560573,E,G,3,H,A
210057358765,F,B,5,H,A
210055480152,D,F,4,I,A
210055662483,D,E,5,D,A
210056601084,H,E,4,B,A
210054549544,C,D,4,C,A
210055626828,F,E,3,H,A
210056707765,B,D,3,B,A
210057728443,B,B,5,B,A
210055494192,E,E,3,D,A
210055718941,B,C,4,B,A
210055579389,E,C,5,E,A
210056875637,H,F,3,G,A
210054552650,F,G,5,H,A
210056659255,E,D,4,D,A
210055758007,E,E,6,G,A
210055715749,G,G,6,F,A
210056916470,E,E,5,F,A
210056803343,E,E,3,B,A
210055660576,E,F,3,C,A
210056225786,C,E,6,G,A
210054526471,E,F,2,I,A
210055784290,B,B,5,B,A
210057811156,E,C,4,D,A
210055567807,B,G,3,G,B
210057383855,F,F,5,F,A
210057107811,D,G,3,E,A
210054543565,F,E,5,E,A
210055468799,E,E,4,G,A
210056838415,E,E,4,B,A
210056683609,E,E,4,D,A
210057795220,E,G,2,H,A
210057391842,D,G,5,H,A
210055495586,F,G,5,L,B
210057489460,B,D,3,B,A
210055390279,E,F,4,H,C
210055660515,E,G,4,G,A
210056676365,E,D,4,H,A
210056111605,B,A,2,C,A
210055457893,F,F,3,H,A
210056882437,D,G,3,E,A
210054561186,E,E,3,B,A
210055654006,C,E,4,E,A
210056944027,D,G,4,B,D
210056458327,E,E,4,D,A
210056543008,C,E,6,D,A
210057156505,F,G,2,H,A
210055701157,E,D,3,G,A
210057809631,H,F,4,C,A
210055753902,A,E,4,B,A
210058018318,E,D,3,G,A
210057830044,E,E,3,G,A
210055673095,C,D,4,B,A
210054839870,E,E,2,D,A
210055812837,B,B,5,A,A
210056807428,B,C,3,C,A
210055509781,E,E,4,D,A
210055275146,F,F,2,H,A
210057318319,F,E,3,D,A
210056875073,F,F,4,G,A
210055660091,G,F,3,K,A
210055581491,D,G,3,G,A
210056816529,G,E,1,E,A
210056251050,B,B,5,C,A
210055676453,F,G,5,P,C
210055570437,F,F,4,Q,D
210057494434,C,C,4,B,A
210055684455,E,F,4,G,A
210056868084,G,G,3,M,A
210055810472,D,E,2,B,A
210054535892,F,G,4,M,A
210055774353,B,C,3,C,A
210056911266,E,E,4,E,A
210055534650,E,F,4,M,A
210055433108,B,E,2,C,A
210057836813,C,C,6,C,A
210055719179,C,D,3,B,A
210056899941,F,E,3,I,A
210055341095,E,E,3,H,A
210055745265,E,E,2,C,A
210057554767,E,E,3,F,A
210055762188,B,B,6,E,A
210057128090,E,E,4,I,A
210055673324,E,E,4,E,A
210057819678,C,C,3,C,A
210055775454,H,E,9,C,A
210056430756,E,E,5,D,A
210056658819,D,E,3,F,A
210055746168,E,G,4,G,A
210055803899,B,E,2,D,A
210055649081,D,G,4,H,A
210055741423,F,E,3,B,B
210054928281,C,C,3,C,A
210055624819,G,G,3,H,C
210056878631,E,G,6,F,A
210056233167,F,F,5,O,A
210056220319,E,D,5,C,A
210057753012,E,E,6,D,A
210057600042,E,D,3,B,A
210055279807,E,E,3,C,A
210057345869,H,G,2,E,A
210056958114,E,E,4,E,A
210056955811,B,C,5,B,A
210054574629,C,C,3,B,A
210055425930,A,B,5,B,A
210055745096,G,G,7,M,A
210057347775,E,E,3,D,A
210054652432,B,B,4,C,A
210055672548,D,D,5,D,A
210057334994,B,B,2,C,A
210055269441,C,D,4,F,A
210055625843,D,G,3,L,A
210056605220,E,E,4,F,A
210055721046,G,F,3,G,B
210057871062,E,G,7,O,A
210055357585,F,E,4,F,A
210057088111,C,E,4,H,A
210056687830,F,E,4,M,A
210056707135,B,D,3,E,A
210056649332,D,H,3,C,A
210055357898,E,G,4,E,A
210057393338,C,F,3,D,D
210056522615,B,E,5,F,A
210055242364,E,E,4,E,A
210055739360,C,F,4,D,A
210055480190,H,B,4,B,A
210055712677,B,C,4,E,A
210055662505,F,F,4,F,B
210057579198,D,E,3,E,A
210056597350,E,E,4,G,A
210056667287,E,E,3,C,A
210055250728,H,E,4,E,A
210056465753,B,F,5,D,A
210055663916,B,C,4,C,A
210057835749,D,D,4,D,A
210055585861,E,E,4,D,A
210055442881,F,G,3,L,A
210055521879,D,D,4,D,A
210055219932,E,G,3,H,A
210057796876,E,D,3,C,A
210056920353,E,E,3,D,A
210056584479,C,C,2,B,A
210056817875,B,B,2,D,A
210057939370,B,D,4,D,A
210056440747,B,B,3,B,A
210055685706,B,C,3,B,A
210055561647,E,G,5,B,A
210055723005,E,E,4,H,A
210055716650,D,E,4,H,A
210056215722,C,E,1,C,A
210055609785,F,E,3,D,A
210055737593,E,F,4,K,A
210055709088,D,F,6,J,D
210055540422,E,F,4,Q,D
210057815126,E,E,5,I,A
210057114703,E,D,2,F,A
210057116153,D,E,4,E,A
210056580955,H,E,3,B,A
210056899940,B,B,5,B,A
210056226223,C,G,5,F,B
210057339910,F,E,3,D,A
210056618561,D,F,3,B,A
210056927367,D,D,2,C,A
210055727987,B,C,3,B,A
210057548046,D,D,4,J,B
210055945887,H,H,2,B,A
210056942953,C,E,3,E,A
210057329390,B,E,3,B,A
210055605279,E,E,3,C,A
210056881996,H,E,2,B,A
210057820738,E,E,3,G,A
210057829298,G,G,3,O,B
210055500685,E,E,3,D,A
210057491429,E,F,4,F,A
210056245625,C,E,4,D,D
210057913956,H,H,3,C,A
210055801931,E,D,4,H,B
210057795168,G,G,5,E,A
210055505355,E,G,4,J,A
210055759314,E,D,4,G,A
210056587779,C,D,4,C,A
210056954125,C,E,3,E,A
210057378075,B,B,3,B,A
210056932627,H,B,3,B,A
210054516234,H,E,1,B,A
210056542647,B,E,4,E,A
210056556251,H,H,1,A,A
210057391269,D,E,4,E,A
210056540525,H,D,3,B,A
210054773326,B,A,2,G,A
210056707718,E,D,2,B,A
210055658455,D,C,3,C,A
210055725787,F,G,3,M,D
210054534396,D,E,3,I,A
210055708189,E,E,4,C,A
210056954183,E,D,4,H,A
210057771644,B,E,3,D,A
210057756498,C,E,5,E,A
210057214409,A,C,5,C,A
210055668891,B,B,2,B,A
210055479369,D,G,4,I,B
210055538595,E,G,1,B,A
210055718680,C,C,4,C,A
210055613514,B,B,3,B,A
210056943042,C,C,3,E,A
210055599460,E,E,2,D,A
210056917963,E,G,4,C,A
210055743818,C,G,2,K,A
210055384311,D,H,4,M,D
210055396043,E,G,3,D,A
210056923434,C,F,3,G,A
210055632891,H,C,1,D,A
210058002389,G,G,4,M,D
210056449857,E,E,4,G,A
210055913237,E,E,6,D,A
210055573335,B,E,4,D,A
210057116055,H,D,4,F,A
210056216084,E,E,3,B,A
210056249874,C,C,2,C,A
210056609991,F,F,4,I,B
210057818978,B,C,3,B,A
210055058805,B,B,3,B,A
210057810698,E,F,2,E,A
210055539361,A,A,6,C,A
210055475353,H,E,2,E,A
210055778620,B,E,4,C,A
210057814117,D,E,3,G,A
210054564434,B,B,2,A,A
210057838729,E,E,5,G,A
210056588967,E,E,4,G,A
210055172014,E,F,4,G,A
210057827051,E,E,1,E,A
210054544934,F,E,4,B,B
210058003190,D,B,3,C,A
210056235370,D,E,4,G,D
210056224013,B,D,4,G,A
210057576285,D,F,4,D,A
210055745996,A,B,5,C,A
210057569608,E,E,2,E,A
210057803506,E,F,2,C,A
210055433163,H,E,2,D,A
210055785735,C,E,7,B,A
210057589858,B,C,4,D,A
210055515799,C,C,3,D,A
210056618386,E,F,5,L,B
210055139361,B,E,2,C,A
210057336930,G,G,4,G,A
210057376957,E,G,2,B,A
210057394947,H,F,4,D,A
210056258827,F,C,5,J,A
210054748999,B,E,2,C,A
210057343806,F,E,2,C,A
210055766479,H,F,5,P,B
210056978508,C,C,3,E,A
210055743180,H,H,5,D,A
210055638255,F,F,4,I,A
210057127941,C,D,2,I,A
210056483876,B,B,3,D,A
210056710978,F,E,5,J,A
210055139093,B,C,3,G,A
210056837255,D,F,4,J,A
210056765703,G,F,3,K,A
210056536475,D,E,4,G,D
210055631957,E,E,4,G,A
210056665793,F,G,3,P,B
210055471545,B,B,3,E,A
210055236754,H,F,3,J,A
210057366858,D,D,3,E,A
210057324152,E,E,3,C,A
210057843004,B,E,3,B,A
210056596068,D,B,4,B,A
210057367682,C,E,5,D,A
210056483203,E,E,5,B,A
210055741174,C,F,3,F,A
210057802281,E,F,3,F,A
210056228126,H,D,2,B,A
210055572621,E,G,4,I,B
210055623152,F,E,3,H,B
210055609914,F,D,5,J,A
210055780319,B,E,7,D,A
210055605401,D,A,2,D,A
210055158563,H,H,7,O,A
210056930493,B,B,6,B,A
210056881426,C,F,5,F,A
210057637322,B,C,5,N,A
210054939821,H,E,1,K,B
210056842372,C,C,3,E,A
210055745389,E,E,6,G,D
210055643440,C,E,4,E,A
210055616105,H,E,5,C,A
210055807649,B,B,3,D,A
210056462077,C,E,5,F,A
210056262470,C,C,5,B,A
210055765288,B,F,5,F,A
210055537353,E,F,5,M,B
210055743230,E,E,4,F,A
210057374763,E,F,4,D,A
210057797438,E,E,4,E,A
210055788337,B,D,4,B,A
210055707462,B,E,4,B,A
210055332768,B,B,1,B,A
210055280651,F,G,2,L,A
210056708647,E,E,3,H,D
210057774360,E,F,3,M,B
210056558866,E,G,2,G,A
210056232339,C,G,4,G,A
210055646041,B,B,3,B,A
210055421693,E,G,3,D,A
210055491688,E,E,4,G,A
210055460622,E,E,3,D,A
210056634129,C,F,1,E,B
210055436989,D,D,2,B,A
210056226217,C,E,5,D,A
210055697092,E,G,5,G,A
210055117088,F,E,5,D,A
210055763843,E,G,4,F,A
210055350809,E,E,3,G,A
210056242243,F,F,4,I,C
210057353624,C,C,4,B,A
210057815922,G,G,5,M,D
210055656034,D,E,2,C,A
210057811989,E,F,5,G,B
210054624184,B,A,2,B,A
210056944389,F,E,3,D,A
210057803573,E,G,2,G,A
210057747923,C,E,2,I,A
210057565421,C,C,2,E,A
210057778711,F,G,4,L,A
210056248965,E,E,4,O,D
210056626680,E,E,5,F,A
210055416886,E,G,3,C,A
210057935139,E,F,4,F,A
210055705617,F,F,5,I,A
210057634959,C,B,1,C,A
210054556016,H,E,9,I,A
210056628311,E,F,4,E,A
210057358176,E,B,2,B,A
210057789497,H,E,4,D,A
210054539484,E,E,3,E,A
210055793306,E,E,6,D,A
210057389803,C,E,5,H,A
210055561811,H,B,3,B,A
210055724834,E,E,5,B,D
210055707174,D,E,6,E,A
210055730464,B,E,4,C,A
210055476400,B,B,2,G,A
210055722856,B,F,2,P,B
210055509326,E,C,4,G,A
210055729939,C,C,4,D,A
210057390254,C,H,5,C,A
210055933568,F,G,4,L,B
210057324095,C,F,5,N,B
210055796292,D,E,3,F,A
210056232789,E,G,3,N,A
210055227707,G,G,4,P,D
210057578211,D,D,3,D,A
210056930921,H,H,3,B,A
210055199451,E,F,2,G,A
210055456615,B,B,2,C,A
210054772362,D,E,5,C,B
210057531609,C,D,4,D,A
210056839655,D,D,1,G,A
210057801891,C,D,3,B,A
210055348376,C,E,4,C,A
210057139207,B,B,3,F,A
210056584032,E,E,3,G,A
210057535869,B,H,5,C,A
210057738506,E,H,1,F,A
210055524993,B,F,3,G,A
210056614917,B,B,3,C,A
210056267584,E,E,5,E,A
210056950823,E,D,2,C,A
210057363196,H,E,2,D,A
210057745989,C,G,1,A,A
210056909097,E,E,3,D,A
210057356894,G,G,4,C,A
210056943204,B,B,4,C,A
210055648203,E,E,3,C,A
210056254633,B,E,3,D,A
210057163737,G,G,4,O,B
210057783719,E,E,3,E,A
210055400762,E,B,4,F,A
210056487721,B,B,3,A,A
210055685795,E,E,3,D,A
210057814446,F,F,5,K,B
210056016593,F,F,5,I,A
210055499866,E,G,2,Q,C
210057088257,C,B,2,A,A
210055756433,D,C,4,D,A
210057378633,C,D,4,C,A
210054544956,B,D,4,F,A
210055384076,A,F,3,G,A
210057977766,B,D,4,D,A
210056221729,C,C,4,C,A
210055735444,H,E,5,C,A
210055740588,E,G,4,E,A
210055727733,G,E,4,D,A
210054541909,C,C,2,F,A
210055358850,C,G,4,G,A
210057358358,G,G,4,P,D
210057283124,G,E,4,H,A
210057774484,E,E,4,D,A
210055164213,B,E,3,D,A
210056927297,E,E,5,E,A
210057126296,C,E,2,B,A
210057405041,B,B,3,D,A
210055761721,B,B,3,B,A
210055732092,E,D,5,D,A
210056353393,E,F,4,H,B
210054560341,D,D,6,D,A
210056894572,C,E,4,C,A
210055382715,F,F,3,Q,D
210055511769,F,F,4,J,A
210055649273,D,E,2,F,A
210057846887,H,D,3,C,A
210055035508,C,C,5,C,A
210057374138,E,D,3,B,A
210056921388,B,C,3,B,A
210056443895,E,E,4,E,A
210055803309,C,C,6,I,A
210057050436,D,B,3,B,A
210055336107,C,C,2,C,A
210057937711,D,C,7,E,A
210056882173,C,E,4,D,A
210056793848,G,F,2,E,A
210055397800,D,G,3,I,B
210056541156,C,G,2,G,A
210057767665,C,C,2,I,A
210054570936,G,E,3,Q,A
210056744119,E,B,3,C,A
210055539753,G,G,3,J,B
210054537877,C,E,4,B,B
210056946767,E,E,3,G,A
210056596367,B,D,3,B,A
210055638202,F,E,5,J,A
210056642526,B,A,3,B,A
210056245117,E,E,3,B,A
210055759671,E,D,4,H,A
210056240886,C,E,3,C,A
210056855644,E,F,3,E,A
210055435874,F,F,3,O,A
210056921074,C,D,3,H,A
210055454366,E,E,4,G,A
210054497605,B,A,4,E,A
210055724682,C,D,4,B,A
